Unnamed: 0.1,right_node_type,pathStatusCount_standby,pathStatusCount_unknown,description,edge_id,scoreAfterVideo,deviceLogicalId,relation_type,source,source_ip,peerName,collection_timestamp,scoreAfterVoice,edgeName,edge_role,customerId,right_label,pathStatusCount_stable,peerType,left_id,peerHAType,pathStatusCount_unstable,pathStatusCount_total,left_node_type,link_type,edgeLogicalId,timestamp,_RDA_Id,pathQoe,count_,pathStatusCount_dead,right_id,modelNumber,customerTag,edge_ip,projectId,left_label,scoreAfterTrans,customeTag,__uuid
221,HUB,0.0,0.0,"#1158#  954 Maple Avenue Toronto Norway #3398#
222.13.57.155
189.211.220.172
213.240.32.227",GBOMNGLONGB24PVCE01_SHA#HUOMNGBUDHU01PVCE01,10.0,49f04271-f334-4151-b1c0-4564b3c05a11,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGLONGB24PVCE01_SHA,2024-04-10T08:18:13.395137,10.0,ACMEORGBUDHU01PVCE01,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGLONGB24PVCE01_SHA,2.0,HUB,ACMEORGBUDHU01PVCE01,ACTIVE_STANDBY,0.0,2.0,Edge,BRANCH-TO-HUB,d5f23ba3-3c0c-4940-a037-ebbca87e450f,2024-09-04T05:21:01.915678,1743138029054002242ebe05cc,10.0,1,0.0,ACMEORGLONGB24PVCE01_SHA,edge620,DemoCustomer-1,10.10.239.43,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGBUDHU01PVCE01,10.0,,e555859f-c847-4e01-b5db-017ab684f9a5
222,BRANCH,0.0,0.0,"#2819#  /F 14 Office Block 75 Park Road
Dubai
Australia
119.238.48.195
129.1.109.115",AUOMNGTAOAU01VVCE02_SHA#JPOMNGFUKJP04PVCE01,0.0,2987e657-0342-4247-b0ae-e1be598422d4,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGFUKJP04PVCE01,2024-04-10T08:18:13.503481,0.0,ACMEORGTAOAU01VVCE02_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGFUKJP04PVCE01,4.0,BRANCH,ACMEORGTAOAU01VVCE02_SHA,,0.0,4.0,Edge,HUB-TO-BRANCH,fd0a0f66-0a27-4a12-90e1-8405cec50e09,2024-09-04T05:21:01.915499,1743138029054002232ebe05cc,0.204861111,1,0.0,ACMEORGFUKJP04PVCE01,kvm,DemoCustomer-1,10.10.146.51,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAOAU01VVCE02_SHA,0.614583333,,d9abe492-6cb5-45cf-8fce-d9be93159ac4
223,BRANCH,0.0,0.0,"#2716#  713 First Avenue Complex Melbourne Singapore #1595#
223.176.237.239
192.4.8.185
2.183.194.110
60728 - 4487",AUOMNGTAOAU01VVCE02_SHA#LBNOMNGBEILE05VCE01,1.42023809,82684785-76c5-4981-9bef-e1b34419d29b,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGGBEILE05VCE01,2024-04-10T08:18:13.291785,1.42023809,ACMEORGTAOAU01VVCE02_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGGBEILE05VCE01,2.0,BRANCH,ACMEORGTAOAU01VVCE02_SHA,,0.0,2.0,Edge,HUB-TO-BRANCH,fd0a0f66-0a27-4a12-90e1-8405cec50e09,2024-09-04T05:21:01.915326,1743138029054002222ebe05cc,1.42023809,1,0.0,ACMEORGGBEILE05VCE01,kvm,DemoCustomer-1,10.10.146.51,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAOAU01VVCE02_SHA,1.42023809,,020ecc6c-db7d-426a-9f03-458d323835ae
224,BRANCH,0.0,0.0,"#1459#  36 Rue de Rivoli Dubai US #1574#
192.181.139.115
5.122.226.28
116.94.57.17",USOMNGATLGA09PVCE01_SHA#USOMNGSJOCA01PVCE01_SHA,6.295454545,38a671b4-f919-4dac-a5d2-53245487df83,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGATLGA09PVCE01_SHA,2024-04-10T08:18:13.408159,6.295454545,ACMEORGSJOCA01PVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGATLGA09PVCE01_SHA,0.0,BRANCH,ACMEORGSJOCA01PVCE01_SHA,ACTIVE_STANDBY,0.0,4.0,Edge,HUB-TO-BRANCH,a0eedaea-031f-439e-a709-3a835f2eb453,2024-09-04T05:21:01.915151,1743138029054002212ebe05cc,7.53030303,1,4.0,ACMEORGATLGA09PVCE01_SHA,edge3800,DemoCustomer-1,10.10.176.58,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGSJOCA01PVCE01_SHA,10.0,,d3ba9ce6-ebca-4576-9eb5-cbd1ff32d461
225,HUB,0.0,0.0,"#3897#  282 Cedar Lane Building Singapore Australia #2904#
212.129.119.247
62684 - 4914",OMC_LAB_VCE02 VCE 520 #USOMNGASHVA01PVCE01_SHA,9.75,252d972b-e8dd-4f0e-8458-e8203a3d67a3,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGASHVA01PVCE01_SHA,2024-04-10T08:18:13.581655,9.75,ACMEORGB_VCE02 VCE 520 ,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGASHVA01PVCE01_SHA,2.0,HUB,ACMEORGB_VCE02 VCE 520 ,ACTIVE_STANDBY,0.0,2.0,Edge,BRANCH-TO-HUB,de430766-e011-451f-8644-9f247b515726,2024-09-04T05:21:01.914687,1743138029054002302ebe05cc,9.833333333,1,0.0,ACMEORGASHVA01PVCE01_SHA,edge520,DemoCustomer-1,10.10.249.249,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGB_VCE02 VCE 520 ,10.0,,cc3e4733-f30d-402b-acea-671f85a56d61
226,BRANCH,0.0,0.0,"#2582#  61 Königstrasse Dubai Belgium #2940#
155.10.176.66
212.67.183.221
4.15.134.70
62138 - 1229",INOMNGHYDIN02VCE01#PHOMNGMANPH02VCE01,5.625,5e739c73-0c74-453d-a368-a2b4f8ee887c,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGHYDIN02VCE01,,5.625,ACMEORGMANPH02VCE01,,12ca77c142964b95a213079835b29f60,ACMEORGHYDIN02VCE01,0.0,BRANCH,ACMEORGMANPH02VCE01,,0.0,1.0,Edge,,c69295bf-2550-4098-a410-e5b86fd87f96,2024-09-04T05:21:01.914514,1743138029054002292ebe05cc,7.083333333,1,1.0,ACMEORGHYDIN02VCE01,edge620,DemoCustomer-1,10.10.110.52,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGMANPH02VCE01,10.0,,f9a77c66-cec4-483d-a423-5184f5e40267
227,HUB,0.0,0.0,"#3747#  943 Cedar Lane Dubai France #2184#
6.116.182.124
116.58.133.151
63888 - 9863",AUOMNGTAOAU01VVCE02_SHA#INOMNGGURIN06PVCE01_EHA,0.0,fd0a0f66-0a27-4a12-90e1-8405cec50e09,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGTAOAU01VVCE02_SHA,2024-04-10T08:18:13.158259,0.0,ACMEORGGURIN06PVCE01_EHA,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGTAOAU01VVCE02_SHA,4.0,HUB,ACMEORGGURIN06PVCE01_EHA,ACTIVE_STANDBY,0.0,4.0,Edge,BRANCH-TO-HUB,c5f8c32a-3877-4814-91f8-9991fc3e96f8,2024-09-04T05:21:01.914346,1743138029054002282ebe05cc,0.0,1,0.0,ACMEORGTAOAU01VVCE02_SHA,edge620,DemoCustomer-1,10.10.108.175,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGGURIN06PVCE01_EHA,0.0,,4c7db1e8-f05c-4a06-b3d0-b8714b79bd04
228,BRANCH,0.0,0.0,"#1349#  910 Cedar Lane Plaza Sydney Italy #1349#
160.121.143.137
79.202.235.181",SEOMNGSTOSW01PVCE01_EHA#USOMNGSJOCA01PVCE01_SHA,0.032467533,6cdd037a-a0b5-47da-9512-3d842a2ff572,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGSTOSW01PVCE01_EHA,2024-04-10T08:18:13.295315,0.032467533,ACMEORGSJOCA01PVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGSTOSW01PVCE01_EHA,4.0,BRANCH,ACMEORGSJOCA01PVCE01_SHA,ACTIVE_STANDBY,0.0,4.0,Edge,HUB-TO-BRANCH,a0eedaea-031f-439e-a709-3a835f2eb453,2024-09-04T05:21:01.914173,1743138029054002272ebe05cc,0.032467533,1,0.0,ACMEORGSTOSW01PVCE01_EHA,edge3800,DemoCustomer-1,10.10.176.58,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGSJOCA01PVCE01_SHA,0.032467533,,2fe9cec7-6243-491e-8a38-859f67a6398e
229,HUB,0.0,0.0,"#1158#  955 Park Drive Business Park Amsterdam Netherlands #2803#
222.13.57.155",GBOMNGLONGB24PVCE01_SHA#ZAOMNGCATSA01VCE01,0.0,49f04271-f334-4151-b1c0-4564b3c05a11,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGLONGB24PVCE01_SHA,2024-04-10T08:18:13.290844,0.0,ACMEORGCATSA01VCE01,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGLONGB24PVCE01_SHA,2.0,HUB,ACMEORGCATSA01VCE01,ACTIVE_STANDBY,0.0,2.0,Edge,BRANCH-TO-HUB,62f360f9-df70-4a4d-8926-c13bc9c5a350,2024-09-04T05:21:01.914001,1743138029054002262ebe05cc,0.0,1,0.0,ACMEORGLONGB24PVCE01_SHA,edge620,DemoCustomer-1,10.10.103.182,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGCATSA01VCE01,0.0,,53588e43-8ff3-4bbc-828b-bad780b913fa
230,BRANCH,0.0,0.0,"#3812#  447 Main Street Tower New York South Korea #2670#
204.131.164.183
68706 - 3948",NLOMNGTAONE01VVCE01_SHA#USOMNGWASDC08PVCE01_SHA,5.0,017d96b8-0376-44eb-84aa-94be6c481475,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGWASDC08PVCE01_SHA,2024-04-10T08:18:13.386782,5.0,ACMEORGTAONE01VVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGWASDC08PVCE01_SHA,2.0,BRANCH,ACMEORGTAONE01VVCE01_SHA,ACTIVE_STANDBY,0.0,2.0,Edge,HUB-TO-BRANCH,dac905c9-efc9-4925-a508-477e77309d29,2024-09-04T05:21:01.913830,1743138029054002352ebe05cc,6.666666667,1,0.0,ACMEORGWASDC08PVCE01_SHA,kvm,DemoCustomer-1,10.10.170.23,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAONE01VVCE01_SHA,10.0,,b0564326-fd63-4521-8628-b88582c43b1c
231,BRANCH,0.0,0.0,"#2213#  666 River Road Avenue New York Denmark #3055#
221.175.25.74
192.20.9.205
67189 - 7357",AUOMNGMELAU05VCE01_EHA#GBOMNGLONGB24PVCE01_SHA,0.0,eb8a3e6d-2dd0-4dbb-83eb-0574d07d3643,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGMELAU05VCE01_EHA,2024-04-10T08:18:13.230952,0.0,ACMEORGLONGB24PVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGMELAU05VCE01_EHA,4.0,BRANCH,ACMEORGLONGB24PVCE01_SHA,ACTIVE_STANDBY,0.0,4.0,Edge,HUB-TO-BRANCH,49f04271-f334-4151-b1c0-4564b3c05a11,2024-09-04T05:21:01.913654,1743138029054002342ebe05cc,0.0,1,0.0,ACMEORGMELAU05VCE01_EHA,edge3800,DemoCustomer-1,10.10.181.69,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGLONGB24PVCE01_SHA,0.0,,ff896135-fbbf-426d-aef0-ea1f5dd0d038
232,BRANCH,0.0,0.0,"#3339#  756 First Avenue Melbourne Switzerland #2365#
47.36.216.134",DEOMNGSTUGE05PVCE01_EHA#GBOMNGTAOGB01VVCE01_SHA,10.0,18de7588-6b7b-4dd6-8c3d-07532be384bf,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGSTUGE05PVCE01_EHA,2024-04-10T08:18:13.441863,10.0,ACMEORGTAOGB01VVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGSTUGE05PVCE01_EHA,4.0,BRANCH,ACMEORGTAOGB01VVCE01_SHA,ACTIVE_STANDBY,0.0,4.0,Edge,HUB-TO-BRANCH,8d75a21a-a578-4165-91e9-2c4ca34d5434,2024-09-04T05:21:01.913453,1743138029054002332ebe05cc,10.0,1,0.0,ACMEORGSTUGE05PVCE01_EHA,kvm,DemoCustomer-1,10.10.95.179,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAOGB01VVCE01_SHA,10.0,,1e16490e-04d6-4e1d-8d12-1475bd0e2308
233,HUB,0.0,0.0,"#3747#  74 First Avenue Dubai India #1233#
20.246.253.70",AEOMNGDUBUA01PVCE01_EHA#AUOMNGTAOAU01VVCE02_SHA,0.0,fd0a0f66-0a27-4a12-90e1-8405cec50e09,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGTAOAU01VVCE02_SHA,2024-04-10T08:18:13.255150,0.0,ACMEORGDUBUA01PVCE01_EHA,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGTAOAU01VVCE02_SHA,8.0,HUB,ACMEORGDUBUA01PVCE01_EHA,ACTIVE_STANDBY,0.0,8.0,Edge,BRANCH-TO-HUB,ac0b4b83-b2e5-4d32-8c73-17bfa47237a9,2024-09-04T05:21:01.913281,1743138029054002322ebe05cc,0.0,1,0.0,ACMEORGTAOAU01VVCE02_SHA,edge620,DemoCustomer-1,10.10.181.70,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGDUBUA01PVCE01_EHA,0.0,,74551b78-0306-4c34-9a8e-5332f53ebc26
234,BRANCH,0.0,0.0,"#3726#  568 Marina Bay Hong Kong Austria #1640#
6.142.133.187",DEOMNGDREGE01PVCE01#GBOMNGLONGB24PVCE01_SHA,8.325,181591bb-7694-4d11-90f8-4605493cdff1,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGDREGE01PVCE01,2024-04-10T08:18:13.476831,8.325,ACMEORGLONGB24PVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGDREGE01PVCE01,1.0,BRANCH,ACMEORGLONGB24PVCE01_SHA,,0.0,2.0,Edge,HUB-TO-BRANCH,49f04271-f334-4151-b1c0-4564b3c05a11,2024-09-04T05:21:01.913109,1743138029054002312ebe05cc,8.641666667,1,1.0,ACMEORGDREGE01PVCE01,edge3800,DemoCustomer-1,10.10.181.69,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGLONGB24PVCE01_SHA,9.275,,484a9e2e-a9e7-4b70-997f-a320418da0a6
235,BRANCH,0.0,0.0,"#3607#  573 Via Roma Madrid Belgium #2130#
9.182.151.201
118.147.228.66
60865 - 6348",NLOMNGTAONE01VVCE01_SHA#TWOMNGTAITW03VCE01,0.0,dd7ca635-b858-4b74-a6cb-d360a0c62cc9,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGTAITW03VCE01,2024-04-10T08:18:13.382830,0.0,ACMEORGTAONE01VVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGTAITW03VCE01,2.0,BRANCH,ACMEORGTAONE01VVCE01_SHA,,0.0,2.0,Edge,HUB-TO-BRANCH,dac905c9-efc9-4925-a508-477e77309d29,2024-09-04T05:21:01.912938,1743138029054002392ebe05cc,0.0,1,0.0,ACMEORGTAITW03VCE01,kvm,DemoCustomer-1,10.10.170.23,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAONE01VVCE01_SHA,0.0,,7764ef39-bf3a-49f4-9ddb-a3cde0848cf4
236,HUB,0.0,0.0,"#1262#  238 Highland Avenue Toronto Italy #2657#
151.3.169.15
49.4.5.23
67645 - 3911",USOMNGSJOCA01PVCE01_SHA#USOMNGSRXWI02PVCE01,10.0,a0eedaea-031f-439e-a709-3a835f2eb453,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGSJOCA01PVCE01_SHA,2024-04-10T08:18:13.238054,10.0,ACMEORGSRXWI02PVCE01,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGSJOCA01PVCE01_SHA,4.0,HUB,ACMEORGSRXWI02PVCE01,ACTIVE_STANDBY,0.0,4.0,Edge,BRANCH-TO-HUB,9174ed07-78c7-4c49-8de9-a73fa2cc9e2d,2024-09-04T05:21:01.912767,1743138029054002382ebe05cc,10.0,1,0.0,ACMEORGSJOCA01PVCE01_SHA,edge620,DemoCustomer-1,10.10.119.214,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGSRXWI02PVCE01,10.0,,149bd801-5535-49dd-b78b-b08c4507263f
237,BRANCH,0.0,0.0,"#2384#  746 Oxford Street Singapore UK #1554#
217.36.95.71
128.37.163.1
219.60.41.177
62447 - 7475",DEOMNGCOLGE03VCE01_EHA#SGOMNGTAOSG01VVCE01_SHA,0.0,a316df95-eeca-4f72-ac5d-4974d3d4f730,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGCOLGE03VCE01_EHA,2024-04-10T08:18:13.290474,0.0,ACMEORGTAOSG01VVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGCOLGE03VCE01_EHA,2.0,BRANCH,ACMEORGTAOSG01VVCE01_SHA,ACTIVE_STANDBY,0.0,2.0,Edge,HUB-TO-BRANCH,bbeb9475-93c0-4251-85ca-7ad577a5c7c8,2024-09-04T05:21:01.912590,1743138029054002372ebe05cc,0.0,1,0.0,ACMEORGCOLGE03VCE01_EHA,kvm,DemoCustomer-1,10.10.89.183,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAOSG01VVCE01_SHA,0.0,,21482052-769a-4540-9a2b-020f17f8e95a
238,BRANCH,0.0,0.0,"#2394#  681 Pine Road Center Sydney New Zealand #2157#
92.248.111.33
75.64.55.138
144.229.86.73",FIOMNGHELFI06PVCE01#USOMNGASHVA01PVCE01_SHA,5.0,f152255d-58a2-4e0f-a734-8384736f6a17,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGHELFI06PVCE01,2024-04-10T08:18:13.269335,5.0,ACMEORGASHVA01PVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGHELFI06PVCE01,2.0,BRANCH,ACMEORGASHVA01PVCE01_SHA,,0.0,2.0,Edge,HUB-TO-BRANCH,252d972b-e8dd-4f0e-8458-e8203a3d67a3,2024-09-04T05:21:01.912395,1743138029054002362ebe05cc,6.666666667,1,0.0,ACMEORGHELFI06PVCE01,edge3800,DemoCustomer-1,10.10.147.94,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGASHVA01PVCE01_SHA,10.0,,b0a441b4-acfd-4cc2-b0f5-9890db0d8021
239,HUB,0.0,0.0,"#3897#  180 River Road Building Toronto Norway #3926#
212.129.119.247",ITOMNGMILIT09PVCE01_EHA#USOMNGASHVA01PVCE01_SHA,5.0,252d972b-e8dd-4f0e-8458-e8203a3d67a3,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGASHVA01PVCE01_SHA,2024-04-10T08:18:13.431588,5.0,ACMEORGMILIT09PVCE01_EHA,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGASHVA01PVCE01_SHA,4.0,HUB,ACMEORGMILIT09PVCE01_EHA,ACTIVE_STANDBY,0.0,4.0,Edge,BRANCH-TO-HUB,c38daa74-38d3-4521-b9bc-2d3baa58198e,2024-09-04T05:21:01.907085,1743138029054002402ebe05cc,5.416666667,1,0.0,ACMEORGASHVA01PVCE01_SHA,edge680,DemoCustomer-1,10.10.120.22,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGMILIT09PVCE01_EHA,6.25,,27d3df7d-a309-402b-b400-d4f304f761d3
240,HUB,0.0,0.0,"#396#  TAO Node: TYO2
TAO vNF hostname: JPOMNITYO2-005VCE
TAO Compute Server: JPOMNITYO2-019CMP

TAO Node: TYO2
TAO vNF hostname: JPOMNITYO2-002VCE
TAO Compute Server: JPOMNITYO2-018CMP
3.87.52.205 204.39.162.236",GBOMNGTAOGB01VVCE01_SHA#ZAOMNGJOHSA01PVCE01_EHA,0.0,8d75a21a-a578-4165-91e9-2c4ca34d5434,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGTAOGB01VVCE01_SHA,2024-04-10T08:18:13.233702,0.0,ACMEORGJOHSA01PVCE01_EHA,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGTAOGB01VVCE01_SHA,4.0,HUB,ACMEORGJOHSA01PVCE01_EHA,ACTIVE_STANDBY,0.0,4.0,Edge,BRANCH-TO-HUB,fcc4189e-24b1-480e-90d3-cccb48380c7a,2024-09-04T05:21:01.906915,1743138029054002462ebe05cc,0.0,1,0.0,ACMEORGTAOGB01VVCE01_SHA,edge680,DemoCustomer-1,10.10.97.14,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGJOHSA01PVCE01_EHA,0.0,,4fd4aa0f-1cf3-400e-8693-8abce833de6b
241,HUB,0.0,0.0,"#354#  TAO Node: MIA4
TAO vNF hostname: USOMNIMIA4-004VCE
TAO Compute Server: USOMNIMIA4-011CMP

TAO Node: MIA4
TAO vNF hostname: USOMNIMIA4-005VCE
TAO Compute Server: USOMNIMIA4-015CMP
143.193.113.4 212.224.32.10",GBOMNGTAOGB01VVCE01_SHA#IEOMNGDUBIE10VCE01_EHA,10.0,8d75a21a-a578-4165-91e9-2c4ca34d5434,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGTAOGB01VVCE01_SHA,2024-04-10T08:18:13.580364,10.0,ACMEORGDUBIE10VCE01_EHA,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGTAOGB01VVCE01_SHA,4.0,HUB,ACMEORGDUBIE10VCE01_EHA,ACTIVE_STANDBY,0.0,4.0,Edge,BRANCH-TO-HUB,8936123b-b81a-44dd-93f2-36ffc719e3ea,2024-09-04T05:21:01.906744,1743138029054002452ebe05cc,10.0,1,0.0,ACMEORGTAOGB01VVCE01_SHA,edge680,DemoCustomer-1,10.10.65.140,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGDUBIE10VCE01_EHA,10.0,,4495dc11-f66f-4fbb-aff0-e87091c8a19c
242,HUB,0.0,0.0,"#384#  TAO Node: DAL2
TAO vNF hostname: USOMNIDAL2-003VCE
TAO Compute Server: USOMNIDAL2-010CMP

TAO Node: DAL2
TAO vNF hostname: USOMNIDAL2-001VCE
TAO Compute Server: USOMNIDAL2-018CMP
192.58.152.106 192.146.165.228",HUOMNGBUDHU01PVCE01#NLOMNGTAONE01VVCE01_SHA,10.0,dac905c9-efc9-4925-a508-477e77309d29,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGTAONE01VVCE01_SHA,2024-04-10T08:18:13.403572,10.0,ACMEORGBUDHU01PVCE01,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGTAONE01VVCE01_SHA,2.0,HUB,ACMEORGBUDHU01PVCE01,ACTIVE_STANDBY,0.0,2.0,Edge,BRANCH-TO-HUB,d5f23ba3-3c0c-4940-a037-ebbca87e450f,2024-09-04T05:21:01.906570,1743138029054002442ebe05cc,10.0,1,0.0,ACMEORGTAONE01VVCE01_SHA,edge620,DemoCustomer-1,10.10.239.43,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGBUDHU01PVCE01,10.0,,bd7ce890-9761-4264-9e6a-7be70df2c99a
243,HUB,0.0,0.0,"#1158#  651 Oak Boulevard Barcelona South Korea #2668#
222.13.57.155",DEOMNGMUNGE01PVCE01_SHA#GBOMNGLONGB24PVCE01_SHA,10.0,49f04271-f334-4151-b1c0-4564b3c05a11,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGLONGB24PVCE01_SHA,2024-04-10T08:18:13.340096,10.0,ACMEORGMUNGE01PVCE01_SHA,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGLONGB24PVCE01_SHA,4.0,HUB,ACMEORGMUNGE01PVCE01_SHA,ACTIVE_STANDBY,0.0,4.0,Edge,BRANCH-TO-HUB,048d95c5-c05e-4fb8-90df-5ad23a54dcf4,2024-09-04T05:21:01.906394,1743138029054002432ebe05cc,10.0,1,0.0,ACMEORGLONGB24PVCE01_SHA,edge680,DemoCustomer-1,10.10.46.205,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGMUNGE01PVCE01_SHA,10.0,,af06d698-a40b-45bd-8258-4dd1fdd4d1cf
244,HUB,0.0,0.0,"#1158#  5 Maple Avenue Brussels UK #1885#
222.13.57.155
189.211.220.172
65526 - 7399",AEOMNGDUBUA06PVCE01#GBOMNGLONGB24PVCE01_SHA,5.0,49f04271-f334-4151-b1c0-4564b3c05a11,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGLONGB24PVCE01_SHA,2024-04-10T08:18:13.358234,5.0,ACMEORGDUBUA06PVCE01,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGLONGB24PVCE01_SHA,2.0,HUB,ACMEORGDUBUA06PVCE01,ACTIVE_STANDBY,0.0,2.0,Edge,BRANCH-TO-HUB,445bb46c-7f31-4e4d-b9ae-045781a0e2e3,2024-09-04T05:21:01.906220,1743138029054002422ebe05cc,5.0,1,0.0,ACMEORGLONGB24PVCE01_SHA,edge620,DemoCustomer-1,10.10.92.43,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGDUBUA06PVCE01,5.0,,62d64c07-01d9-4de4-950f-8148143c3c97
245,Edge,,,,,,,connected-to,,,,,,,,12ca77c142964b95a213079835b29f60,ACMEORGASHVA01PVCE01_SHA,,,ACMEORGDUSDE09PVCE01_EHA,,,,Edge,EDGE-to-EDGE,,2024-09-04T05:21:01.906047,1743138029054002412ebe05cc,,1,,ACMEORGASHVA01PVCE01_SHA,,DemoCustomer-1,,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGDUSDE09PVCE01_EHA,,OMNICORP,35c7fc26-ac0d-4a10-80ca-c087e593e15f
246,BRANCH,0.0,0.0,"#2341#  46 Main Street Business Park Singapore UAE #2756#
189.47.86.80
192.27.35.77
122.26.56.51
64915 - 5330",SAUOMNGRIYSA02VCE01#USOMNGSJOCA01PVCE01_SHA,0.0,134687a0-da74-4a59-825a-9e767d83c51b,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGGRIYSA02VCE01,2024-04-10T08:18:13.320180,0.0,ACMEORGSJOCA01PVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGGRIYSA02VCE01,4.0,BRANCH,ACMEORGSJOCA01PVCE01_SHA,,0.0,4.0,Edge,HUB-TO-BRANCH,a0eedaea-031f-439e-a709-3a835f2eb453,2024-09-04T05:21:01.905903,1743138029054002522ebe05cc,0.0,1,0.0,ACMEORGGRIYSA02VCE01,edge3800,DemoCustomer-1,10.10.176.58,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGSJOCA01PVCE01_SHA,0.0,,bbbeaf1b-6e83-4842-9ab8-ec02e4540a43
